Output voltage (V),Process corner,Voltage supply (V),Temperature (°C),Coarse code,Fine code,Timestamp (ns),Mean active power (uW),Minimum active power (uW),Maximum active power (uW),Sleep power (uW),Error voltage (V),Feed voltage (V),Start-up time (ns)
0.905956,Typical,1.8,32.0,0.01,0.001,325302.0,86.699243792321,-0.08387941680000013,112.65806736,0.023527211400000896,0.0011150000000000881,0.748168,128700.0
0.906351,Typical,1.8,33.0,0.01,0.001,325302.0,86.38749027491346,-0.0857595582000001,112.33257137999999,0.023594463000000614,0.0011079999999999979,0.746264,128700.0
0.906739,Typical,1.8,34.0,0.01,0.001,325302.0,86.04232915317566,-0.08768064959999938,112.00153409999999,0.023586146999999915,0.0011019999999999364,0.744365,128700.0
0.907126,Typical,1.8,35.0,0.01,0.001,324302.0,85.4730105412022,-0.08923318740000007,111.66479946,0.0235716660000001,0.0011029999999999651,0.74247,128700.0
0.907521,Typical,1.8,36.0,0.01,0.001,299302.0,85.09340955039549,-0.09118025820000042,111.32672886,0.023600059200000002,0.0010930000000000106,0.74058,128700.0
0.907917,Typical,1.8,37.0,0.01,0.001,299302.0,84.79441909328136,-0.09311219999999981,110.98358028000001,0.02362978799999926,0.001088000000000089,0.738694,128700.0
0.908312,Typical,1.8,38.0,0.01,0.001,299302.0,84.43441913736318,-0.8753040395999979,110.63617344000001,0.023687497800002285,0.001080000000000081,0.736811,128700.0
0.908711,Typical,1.8,39.0,0.01,0.001,299302.0,84.12471880824884,-0.9435664583999999,110.28408497999999,0.023675248799999306,0.001072000000000073,0.734933,128700.0
0.909103,Typical,1.8,40.0,0.01,0.001,299302.0,83.81933086066181,-0.9653447303999998,109.92764491200002,0.023667944399999984,0.0010669999999999291,0.733058,128700.0
0.909498,Typical,1.8,41.0,0.01,0.001,365302.0,82.88714315683458,-0.9791945639999998,109.566594711,0.023737571999999946,0.0010609999999999786,0.731186,128700.0
0.9099,Typical,1.8,42.0,0.01,0.001,299402.0,83.19151456070512,-0.9902158379999999,109.42820820000001,0.023748308999999915,0.0010590000000000321,0.729318,128700.0
